Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
24.8,57.2,111.5,122,2.8,12.6,0.91,5.3,301,Moderate
28.2,28.8,6.3,15.8,8.7,2.4,0.74,1.5,290,Good
26.6,78.1,32.5,44.1,4.4,23.4,0.86,4.2,356,Good
29.8,66.2,8.3,22.6,17.8,8.9,1.24,0.8,270,Moderate
26.4,97.7,20.9,24.7,42.6,16.9,0.55,3,309,Moderate
29.9,80,0.5,13.6,24.2,14,0.65,7.5,289,Moderate
20.5,80.3,49.2,60.9,25.4,16.2,1,9.4,294,Poor
28.9,80.8,62.2,73.1,23.6,8.4,1.38,2.9,298,Poor
26.3,60.9,103.5,116.6,21.7,12.8,1.01,4,304,Good
25.2,47.5,11.6,12.9,-3.2,14.8,0.94,7.2,293,Moderate
26.8,65.1,53,66.2,-0.1,9.5,1.41,2.8,305,Good
19.5,75.7,24.9,28.4,21.1,10.3,1.28,7.7,288,Hazardous
21.1,51.1,32.4,47.9,23.7,16.6,0.63,9.6,315,Moderate
21.1,26.6,3.2,12,22.4,25.6,0.75,5.5,271,Poor
22.3,44,0.3,15.1,10.9,11.2,0.88,9.3,274,Good
21,62.9,28.4,37,18,22,0.74,7.3,288,Poor
25.4,54.2,79.2,89.2,14.6,11.5,1.27,2.1,307,Poor
45.2,32.7,0.8,15.2,20.4,20.3,0.52,0.2,291,Moderate
30,65.9,0.4,1,21.1,15.6,0.75,3.6,301,Good
25.5,60.7,8.7,16.6,19.6,26.1,0.85,9.2,291,Moderate
27,45.2,44.5,48.5,35,10.6,1.18,21.4,312,Good
28.3,78.6,51.2,65,14.3,11.1,0.6,5.8,296,Moderate
29.5,72.1,16.3,19.6,21.1,11.8,0.97,9.4,311,Good
18,85.3,84,91.3,13,9.4,0.67,0,314,Moderate
18.6,68.8,23,32.3,30.8,14.7,1.2,3.5,291,Poor
24.6,39,136.1,136.2,77.5,6.2,0.62,4.8,295,Moderate
26,74.4,159.2,166.5,22.4,25.3,0.31,6.3,290,Moderate
21,84.9,59.2,67.9,0.4,12.1,1.58,1.3,325,Poor
24.3,58.2,39.6,53.5,16.5,24,1,6.5,306,Good
24.1,31.9,12,24,27.4,20.8,0.69,5.9,297,Moderate
25,60,33.2,32.5,16.3,15.3,0.79,0,294,Good
23.4,63.3,7.7,24.8,48.9,24.9,0.91,10.9,287,Good
25,52.2,15,25.8,37.3,9.8,0.28,3.1,293,Poor
35.5,61.4,46.3,54,20.1,9.3,1.19,2.1,307,Poor
32,75.1,30.9,36.9,30.8,6.4,0.95,6.5,282,Poor
25.6,53.4,9.9,27,22.3,13.9,0.8,5.5,294,Poor
33.1,62.9,85.3,88.2,22.8,17.9,0.58,0.2,311,Good
37.5,78.9,14.6,28.6,11.3,14,1.24,2.9,292,Moderate
26.4,78.6,86.6,95,29,0.2,1.16,1.3,279,Good
24.1,46.3,14.2,19.5,28,16,0.94,9,300,Good
18.4,70.3,4.4,16.7,37.3,12.6,0.74,2.6,302,Good
30.7,44.8,28.2,38.7,27.8,32.3,0.68,13.5,287,Good
25.8,53.6,50.8,59.2,26.1,13.6,0.77,3.7,311,Hazardous
30.4,72.4,17.8,28.7,13.6,7.7,1.6,6.1,312,Moderate
23.4,55,12.1,17.1,23.9,5,0.71,0.1,293,Moderate
29.9,69.3,8.4,24.5,21.3,13.3,1.03,11.1,274,Good
12,43.4,34.3,42.4,24.3,3.2,0.61,11.6,276,Hazardous
34.9,55,70.9,76.3,22.1,4,0.7,2,306,Moderate
25.5,54.6,3.5,13.3,12,17.7,1,1.9,315,Good
23.2,64.6,9.7,19.5,22.4,24.2,0.7,2.1,328,Good
32,34.8,44.8,54.3,40.3,17.2,0.78,3.7,335,Moderate
32.7,87.3,0.7,4.6,28.8,6.3,1.26,1.5,278,Good
24.2,35.3,22.7,31,14.8,18.2,0.87,2.4,306,Moderate
24.3,72,13.6,34.5,13.3,17.6,0.86,0.7,300,Good
26.7,62.4,22.1,34.1,12.5,12.5,0.82,12.9,286,Good
30.6,69.3,38.2,44,12,34,1.32,2.5,294,Moderate
22.2,55.8,45.5,54.5,17.5,33.1,1.1,3.8,286,Good
24.3,64.2,85.3,100,22.3,34.9,0.86,7,317,Moderate
24.1,45.3,55.9,62.5,13,19.6,0.65,12.4,288,Hazardous
26.4,61.6,46,51.3,31.1,25.4,1.11,3.8,274,Moderate
19.4,39,30.1,38.9,17.2,27.5,0.85,2.1,312,Moderate
30.1,48.5,15.7,28,29.2,22.5,1.42,9.9,318,Hazardous
32.8,53.5,40.8,48.1,23.6,5.1,1.34,1.7,305,Moderate
22.8,33.2,12.3,26.6,17.7,25.1,0.99,5.9,294,Poor
6.1,69.2,13.6,31.6,10.2,25.4,0.93,7.2,279,Good
21.3,67.3,5.3,14.1,22,26.4,0.77,4.8,294,Poor
29.4,56.4,81.8,98.1,6.4,21.2,1.09,3,284,Poor
23.1,44.2,34.7,50.5,51.9,20.7,1.47,1.1,272,Moderate
22.5,35.3,21.6,32.1,32.5,10,0.54,1.9,312,Poor
14.3,71.7,32.4,42.1,8.1,6,0.6,7.4,310,Good
18.7,55.3,100.8,106.2,25.9,32.2,1.04,11.8,289,Good
31,60.4,0.4,10.3,27.3,12.1,1.09,9.3,276,Moderate
25.2,84.5,19.8,36.2,11.5,10.5,0.64,12.5,272,Moderate
34.1,83.9,103.2,106.8,14,24,0.48,13.4,315,Good
24.5,78.4,3.8,4.5,36.9,10.5,1.09,1.8,296,Hazardous
26.4,55.1,15.6,23.3,32.5,12.3,1.01,3.6,293,Moderate
6.1,38.5,34.2,42.9,24.4,19.2,0.7,0.7,301,Good
21.1,66,8.8,13.9,15.9,2.4,1,3.5,276,Moderate
19.8,67.8,5.4,26.1,20.8,26.2,1.12,0.9,286,Good
24,87.2,7.6,13.9,4.3,14.3,1.45,0.8,307,Good
29.5,88.5,14.6,26,96.4,25.3,0.96,2.7,280,Moderate
19.4,64.6,138.3,141.1,24.9,37.2,0.78,5.2,318,Moderate
25.5,44.4,70.7,80,17.5,11.2,1.22,1.7,283,Poor
28.6,64.5,14.1,21.3,4.7,20.7,0.47,0.8,295,Moderate
34.1,77.3,66.3,82.2,9.6,20.8,1.2,1.4,309,Poor
32.7,66.3,5.5,26.6,28.2,3.2,1.05,1.3,283,Poor
30.7,50.1,23.9,30.7,28,16.4,0.85,3.6,302,Moderate
24.1,63,14.7,28.7,8.7,12.9,1.09,0.5,288,Good
22.9,48.2,11,36.7,31.7,16.3,0.88,4.6,305,Good
30.5,72,21.3,36.9,24.7,20.7,1.24,6.5,308,Moderate
33.4,65.6,18.4,31.4,33.4,25.2,1.05,1.5,258,Poor
26.3,75.6,17.3,24.2,26.2,20.8,1.09,1.1,273,Good
27.4,63,47.5,52.5,22.4,5.5,1.29,1.5,307,Hazardous
35.2,69.3,81.2,84.2,27.2,27.6,1.38,1.5,295,Good
31.9,59,21.1,28.3,30.8,12.3,0.84,4.8,283,Moderate
30.1,49.1,40,48,37.3,19.3,1.21,1.3,333,Poor
23.2,45.1,7.3,2.3,-4.6,20,0.96,14.8,306,Moderate
22.6,49.5,8.4,21.8,11,17.6,1.13,0.9,323,Good
20.2,42.4,71.9,81.7,19.8,23.1,1.09,8.3,341,Hazardous
33.9,42.2,9.7,21.2,19.3,27.4,1.13,2,288,Good
34.1,58,37.6,44.5,26.3,15.2,1.36,16.8,294,Hazardous
25.1,39.3,18.2,30.2,12.3,3.3,0.58,0.6,250,Moderate
23.2,64.8,28.8,37.3,1.8,21.6,0.63,4.6,325,Poor
33.1,52.8,64.9,77.5,35.7,6.3,0.92,2.1,341,Good
29.7,38.2,8.3,17.7,13.9,5,1.45,24.2,292,Good
28.8,53.1,8.4,14.9,24.6,24.9,0.79,12.2,290,Poor
30.1,63.6,32.5,43.2,19.5,11.8,0.78,9.2,295,Good
21.8,89.8,36.8,51.4,27.2,7.8,0.97,4,309,Poor
29.6,72.5,23.1,35,15.6,18.6,0.55,1.7,293,Hazardous
20.1,48.5,10.6,17.4,18.9,25.2,0.77,6,307,Good
25.9,65.5,26.8,42.1,5,17.6,1.03,18.9,275,Moderate
22,49.5,16.2,19.9,14.4,22.3,1.23,0.4,277,Good
28.6,82,120.2,124.1,24.6,12.8,0.94,7.7,275,Poor
19.9,43.9,33.6,46.1,16,18.2,0.84,4.3,264,Good
28.9,48.9,5.3,20,11.2,18.9,0.93,3.8,319,Good
31.3,60.3,55.8,66.7,12.5,7.8,0.86,1.2,284,Good
34.3,54.4,9.4,14.4,6,3.3,0.59,0.2,338,Moderate
31.5,60.9,27.7,42.6,22.2,22.9,0.75,6.5,294,Hazardous
26.2,19.9,52.9,69.7,12,26,1.1,4.4,314,Good
24.9,56,66.1,76.3,38.3,30.3,1.36,3.7,305,Poor
30.2,42.5,18.9,21.8,16.8,34.1,1.09,1,311,Good
17.6,62.8,31.9,50.7,13.9,21.9,1.23,3.7,317,Good
17.6,49.2,28.4,37,21.7,17.3,0.73,7.8,316,Good
23.1,51.5,28,31.5,20.8,4,0.89,6.8,325,Good
26.7,38.3,13.9,15.8,11.6,7.3,0.95,3.2,336,Good
32,27.1,20.5,25.6,30.4,8.7,0.45,4.7,298,Good
13.9,57.8,6,8.9,27,15,0.82,2,318,Poor
26.3,47.5,29.3,35.4,23.3,14,0.59,1.4,259,Good
42.7,85.5,10,21.3,22.2,25.3,0.9,9,286,Poor
28.8,69,130.4,131.6,6.8,11.4,1.47,5.9,279,Hazardous
23.5,45.9,53.7,65.6,31.8,11.6,1.18,3.9,331,Poor
24.8,68.8,33.6,46.1,23.8,14,0.93,3.4,314,Good
23.6,72.8,65.2,76.1,30.7,28.6,1.24,1,296,Hazardous
26.4,10,31.3,35.3,21.6,13.9,0.36,1.6,293,Good
23.6,40.1,5.1,9.8,36.6,2.2,1.37,2.5,266,Hazardous
25.8,71.9,58.7,65.6,13.7,18.6,0.48,12.8,334,Good
25.1,37.3,27.1,33.8,16.6,23.8,0.49,1.6,285,Good
18.7,55.5,37.8,54.3,6.2,22.9,0.5,1.5,321,Good
26.7,57.3,41.4,47.8,14,17.5,0.87,0.3,278,Moderate
29.4,32.7,0.3,14.7,38.4,6.1,0.59,2.2,279,Good
34.9,40.9,10.4,18.9,10.9,12.3,1.34,0.1,297,Poor
22.3,63.2,1.2,8.8,27.2,3.4,1.33,1,339,Good
23.1,74.2,45.7,57.9,24.5,12.3,1.23,11,330,Poor
30,55.1,17.9,32.4,14.1,16.6,0.28,0.8,304,Good
24.6,58.7,4.6,8.9,24,9.5,0.02,11.9,278,Moderate
16.3,63,47.1,60.3,15.7,14.5,0.8,4.6,308,Good
29.3,54.5,32.5,37.7,16.3,0,0.79,8.3,333,Good
23,71,38.6,45.1,16.9,12.7,1.45,1.4,303,Moderate
24.8,71.1,36,41.6,32.1,12.8,0.76,1.2,279,Moderate
21.4,61,9.7,18.7,29.3,17.9,0.94,2.8,312,Good
34.9,42.8,0.5,7.7,15.7,24.5,0.91,2.7,324,Poor
18.6,72,65.2,76.6,21.5,6.1,1.34,3.5,296,Poor
28,51.2,3.1,14,35.3,0.9,0.38,14.6,309,Good
25.2,67.6,9.8,20.1,10.1,10.9,0.62,0.3,259,Good
23.9,84,65,73.9,25.9,3,1,2.2,288,Moderate
28.6,72.7,21.5,32.9,28.1,22.6,0.72,2.4,296,Good
17.5,53.8,33.2,38.3,29.1,12.2,0.73,2.5,273,Good
27,56.6,17.4,21.7,18.2,6.2,0.49,7,288,Poor
33.4,79.5,33.8,38.3,13.6,16.2,0.83,8.8,279,Good
24.4,36.4,6.8,17.4,11.3,3.7,0.91,4.5,324,Poor
24.8,68.1,7.9,23.5,20.8,15.6,0.96,2,335,Good
17,50.1,37,42.5,13.8,3.8,0.91,1.4,293,Moderate
35.7,55.3,24.8,28.3,38.6,10.1,0.67,3.9,299,Good
26.5,30.9,31.1,41.5,17.5,30.6,1.13,5.8,306,Poor
24.6,51.5,22.1,32.2,28.1,13.9,0.86,11.7,323,Hazardous
20.7,53.3,110,120.1,14.2,13.8,1.29,0.2,324,Poor
29.7,69.6,31.4,47.3,13.2,13.1,1.01,3,276,Poor
25.4,52.6,57.7,55.8,15.1,6.2,0.82,0.6,299,Good
21.1,76.2,49.2,67.2,27.1,14.6,0.96,5,305,Moderate
17.4,42.8,20.6,28.4,23.9,23.4,1.2,16,320,Moderate
23.2,88.4,16.9,28.1,23,16.6,1.15,3,271,Good
29.9,60.9,21.4,26.2,6.5,9.6,0.45,0.5,316,Moderate
27.6,65.9,11.5,15.1,34.5,13.7,0.91,1.7,282,Good
32,63.9,0.5,8.6,34.3,11.3,0.9,0,292,Poor
21.3,49.6,59.8,56.6,7.2,10.3,0.1,5.5,299,Good
22.9,39.3,28.8,38.2,3.6,13.2,1.35,12,288,Moderate
13.8,28.5,10.3,23.2,20.7,0.9,1.12,10.3,273,Good
27.8,75,18.1,29.6,29.6,26.2,1.07,3.3,306,Moderate
12.5,39.9,46.6,57.1,17.4,17.8,1.34,1.4,290,Moderate
42,74.9,23.7,32.4,7.2,19.8,1.07,5,296,Good
30.2,68.3,56,65.8,32.6,31.9,0.99,5.2,324,Moderate
22.8,69.6,30.9,44.8,8.1,17.3,0.64,2.1,287,Moderate
25.4,77.9,3.2,14.9,-1.7,15.8,1.25,3.7,305,Good
25,55.9,32.6,42.1,-3.6,17.1,0.4,0.6,315,Good
35.3,61.9,0.5,12.6,2.5,1.5,1.37,4.4,323,Poor
29.1,30.7,63.3,68.2,58.6,26.2,0.62,1.5,293,Good
26.1,66.9,0.8,18.3,11.5,0,0.57,0.6,298,Poor
31,72.8,61.3,78.6,26.2,21.7,0.69,2.3,302,Poor
19.5,51.6,6.6,22.3,14.1,15.4,0.49,7.4,317,Moderate
33.2,56.1,8.3,19.2,10.5,6.1,0.76,3.6,294,Good
24.9,77.8,9.9,32.3,-2.6,2.9,0.55,0.4,322,Moderate
27,71.8,2.6,14.5,32.9,26.7,1.27,12.4,287,Poor
15.9,64.9,16,20.9,4.3,18.1,0.82,5,311,Good
25.9,49.4,26.6,38.5,17.9,13.2,1.09,5.8,288,Poor
28.6,50.1,14.7,32.5,16.9,16,1.23,1.2,318,Good
23.2,37.4,34.5,42.5,21.8,26.7,0.95,18.1,315,Moderate
26.1,50.9,19.6,32.1,21.5,15.3,1.13,16.2,273,Poor
34.1,58,10.4,15.9,22.2,24.3,1.14,1.6,293,Hazardous
26.9,80,20.7,27.9,29.1,6.8,0.91,0.1,296,Good
18.3,47.5,3,11.7,12.2,4.6,1.02,11.4,274,Moderate
23.1,64.9,21.7,29,28.3,17.1,0.81,0.9,309,Good
19.4,62.8,12.2,19.7,40.3,8.7,1.37,3.6,274,Moderate
31.1,70.8,0.8,14.1,24.8,17.7,0.74,0.8,316,Poor
19.7,50.4,55.6,69.8,34.7,29.7,0.81,7.2,300,Good
36.1,99.8,2.2,12.1,48.1,5.7,0.74,1.5,290,Hazardous
26.2,87.6,23.9,28.2,32.5,2.5,0.88,7.2,310,Hazardous
31.3,53.8,51.4,61,14,18.1,0.69,0.8,309,Moderate
34.9,72.3,15.5,13.4,9.1,1.3,1.09,7.2,270,Good
33.1,72.7,6.6,11.6,12,25.6,0.52,7.8,300,Moderate
26,34.7,33,42.6,15.4,16.8,1.41,15.9,258,Good
35.6,69.8,21.2,25.9,30.2,12.6,0.9,1,305,Good
35.8,34.3,10.3,23.8,7.3,11.8,0.79,6.2,350,Poor
23.6,49.5,13,20.1,14.2,18.2,0.72,1.2,309,Hazardous
26.2,59.5,146.5,151.6,6.8,2.8,0.25,0.2,313,Poor
24.2,64.8,13.4,21.1,11.3,22.6,0.74,0.8,313,Poor
24.6,61,1.6,8.4,26.2,4.3,0.84,7.2,295,Good
24,71.7,31.3,39.8,24.7,11.6,0.42,7.3,297,Moderate
24.1,54.7,16,25.2,26.2,20.4,1.23,1.9,323,Poor
27.8,71.9,15,33.1,48.2,14.3,0.72,3,333,Good
27.3,78.7,27.6,38.8,24.9,11.9,0.84,4.5,277,Hazardous
25.5,73,61.4,68,17,18.8,0.8,2.8,293,Poor
22.3,50.5,2.9,18.5,10.5,6.5,1.6,9.7,302,Poor
27.8,57.2,25.8,35.7,10.6,13.5,0.95,0.3,313,Moderate
24,65.1,12.6,22.6,76.7,34.1,0.59,0.6,311,Moderate
27,49.8,23.1,34.3,16.5,12,1.12,3.5,286,Good
22.7,63.9,17.8,28.7,27.7,4.3,0.52,1.1,275,Moderate
25.7,78.1,0.8,11.8,26.5,16.4,0.92,2,317,Good
29.4,75.9,8.8,21.4,23.8,11.9,0.67,6.1,297,Moderate
24.9,50.2,11.6,17.5,22.1,15.8,1.09,0.8,297,Good
28.7,79.4,25.1,36.7,16.8,10.2,1.12,1,277,Good
28.6,94.4,38.9,53.9,17.1,18.4,1.07,0,268,Poor
27.6,72.7,98.5,103.8,25.4,22.3,0.57,7.2,270,Moderate
19.7,48.3,0.5,10.7,16.6,3,0.98,6.4,280,Moderate
28,78.9,2.1,21.5,30.1,15.1,1.14,2.5,303,Moderate
34.5,39.5,17.9,26.1,22.9,27,1.06,4.7,291,Good
14.5,65.8,2.6,17.4,21.4,18.3,0.49,3.1,260,Moderate
31.2,67.2,76,84.1,13.2,21.5,1.32,4.7,311,Good
25.3,66.6,30.6,44.4,11.6,9.7,0.71,1,278,Moderate
34.8,35,74.6,79.2,25.9,13.6,0.95,17.5,311,Good
26.7,43.3,25.7,33.2,28.9,4,0.94,3.4,312,Poor
29.3,61.2,39.5,50.1,18.2,13.4,0.74,2.3,326,Good
28,57.3,4.2,19.5,34.4,23.6,0.78,0.6,278,Good
37.9,68.2,7.3,7.5,22.5,13,0.27,0.4,282,Good
21.8,54.4,129.1,142.2,20.2,5.3,0.97,5.2,319,Good
30.4,64.4,80.3,90,16.5,15.8,0.91,0.6,299,Good
35,49.4,16.2,24.3,15.2,20.4,0.78,9.9,315,Good
23.6,40.3,46.9,51,33.6,6,0.97,0.6,290,Good
28,63.1,80.3,99.1,15.5,10.7,0.73,4.1,301,Poor
22.3,60.1,52.7,66.2,8.8,23.8,0.83,1.4,287,Moderate
20.2,82.3,20.3,34,19.6,17.7,0.74,1.6,311,Moderate
27.2,69.9,43.4,51.6,18.4,16.8,0.34,0.8,313,Good
27.5,63.6,41.8,55.8,15.8,7.3,1.28,4.9,295,Poor
30.6,47.3,35.8,44.6,16.1,11.2,1.52,0.7,293,Moderate
27.6,85.6,16.8,23.3,9.5,9.6,0.92,0.1,310,Good
31.9,65.5,18.8,21.6,25.3,20.5,0.84,0.6,330,Poor
20.7,50,53.9,67,18.5,14.7,0.13,0.9,276,Moderate
16.8,32.8,2.6,9.4,31.5,25.5,0.53,5.9,304,Moderate
20.3,36.3,13.1,30.2,9.7,12.2,1.34,4.2,313,Moderate
23.1,67.7,16.7,28.2,15.5,12.3,1.13,6.9,352,Hazardous
17.7,82.1,15.3,25.6,27.2,12.2,0.7,10.1,296,Good
19.1,76.5,7.6,21.3,32.6,16.3,0.57,11,305,Moderate
29.3,74.5,4.7,28.3,27,19.2,0.64,6.7,290,Poor
28.5,58.4,41.8,62.6,13.1,10.7,0.73,10.3,309,Good
33.7,64.9,23.9,37.8,30.9,11.8,0.64,2.5,291,Good
20.1,98.4,21.6,33,29.9,22.9,0.25,6.5,306,Hazardous
28.8,50.9,17.2,25.8,33.5,20.8,0.43,4.8,279,Moderate
21.1,48.4,16.2,19.4,11.6,18.1,1.04,0.3,297,Good
24.7,55.2,42.1,46.9,24.9,9.2,1.24,9.7,283,Moderate
29,59.8,11.9,28,14.1,29.3,1.33,3.3,282,Moderate
25.7,69.8,13.5,15.3,14,9.5,0.49,4,301,Moderate
26.5,98.9,27.6,33.7,6.7,13.2,1.1,6.8,304,Good
24.9,62.3,4.6,16.5,22.5,0,1.35,4.1,311,Hazardous
14.6,59,28.7,41.3,29.5,10.8,0.31,0.5,310,Moderate
24.3,60.8,23.6,31.2,31.7,25.1,1.12,4.7,303,Hazardous
23.8,75.7,56,62,88,9.2,0.89,3.1,284,Moderate
29.2,38.4,1.9,17.6,18,22.8,0.8,13.9,294,Poor
20.3,58.9,32.1,43.1,11.7,3.3,0.47,4.3,300,Good
28.3,44.1,5.9,16.4,15.5,28,1.12,9,268,Good
30.7,72.4,67.8,81.3,20.5,14,0.79,5.5,310,Good
23.8,76.1,27.2,48.7,16.8,12,0.7,5.9,324,Hazardous
23.8,23.2,4.8,16.1,30.1,10.7,0.9,16.7,291,Good
37.3,67.1,18.6,24.1,44.3,22,1.15,5.7,277,Hazardous
22.1,65.2,38.1,53.9,33.1,5.8,0.69,0.9,274,Moderate
29.2,43.7,26.1,38.4,25,25.3,0.66,9.4,280,Good
14.9,70.6,19.6,25.8,32.6,29.4,0.84,1.1,302,Moderate
29.6,60.5,20.1,25.9,23.6,25.9,0.59,10.1,320,Poor
31.3,78.4,15.4,26.6,3.6,27.7,1.18,4.8,307,Poor
19,42.8,82.6,88.6,23.7,20.9,0.71,1.5,304,Good
23.6,45.6,1.4,4.3,28.5,19.9,0.69,27.4,291,Good
34.6,38.4,81.2,88.6,28.7,21.4,1.1,7.9,303,Poor
22.8,23.7,88,97.6,35.4,13.4,0.84,2.1,302,Hazardous
26.1,93.6,88.9,104.8,23.5,1.9,0.98,0.3,285,Moderate
22.4,55.8,98.1,104.5,3.7,8.2,1.03,0.1,307,Moderate
19.2,58.7,27.1,39.9,7.6,30.2,0.68,1.3,307,Poor
19.5,56.1,5.9,17.9,15.6,16.9,1.11,10.1,265,Moderate
32.4,63.2,12.4,18.9,25.2,3.3,0.46,0.4,304,Moderate
20.5,52.7,17.1,33.2,15.3,2.9,1.06,1.3,273,Moderate
29.1,58.2,24.1,35.1,24.2,2.4,0.65,4.8,276,Hazardous
18.9,79.7,7.6,21.1,19.8,16.9,0.33,3.3,294,Good
38.7,40.5,48.1,54,13,14.4,0.61,2.8,315,Good
33.2,66.9,18.5,31,8.3,21.2,0.45,2.3,322,Good
37.2,28.8,33.5,49.9,31,10,1.25,3.9,280,Good
38,72.8,8.5,19.2,11.9,15.7,0.43,1.1,298,Moderate
28,17.4,3.2,10.1,6.2,0,1.08,5,329,Good
33.1,49.8,23.8,37.5,28.3,10.2,1.07,2.2,321,Moderate
19,46.8,11.3,29.1,31.9,0,0.88,22.3,297,Good
32.6,92.6,38.9,47.4,19.4,11.2,0.7,2.7,319,Moderate
29.7,53.5,50,62.6,20.6,1.1,0.94,4,300,Hazardous
15.2,45.7,4.3,14.2,8,18.8,0.45,2.9,293,Good
26.9,68.8,63.6,71.3,17.7,16.1,0.57,3.7,304,Poor
24.8,62.2,30.8,42.3,35.5,6.5,1.07,1.9,292,Hazardous
25.4,53.8,39.3,43.1,23.7,1.9,0.9,3.5,328,Moderate
30.2,69.4,25.5,38.2,34.5,17.9,0.65,0.3,278,Good
29,49.7,90.9,91,17.8,18.2,1.34,0.7,289,Poor
29.4,68.7,19.6,29.8,2.8,13.6,0.62,1.9,300,Good
26.7,85.7,2.3,10.4,17.3,24.8,0.94,8.3,326,Good
30.3,44.3,0.2,17.2,8,16.7,0.85,3.8,315,Good
19.7,75.7,1,23.6,6.1,23.3,1,2.2,318,Good
26.4,58.3,45.1,50.2,21.6,0,0.64,14.5,268,Hazardous
28,52.3,32.8,39.7,21.9,23,1.15,0.8,317,Good
25.1,74.9,1.7,12.5,34,5.9,0.6,0.6,284,Good
27.2,99.7,0.8,16.1,18.3,23.1,1.13,1.5,326,Hazardous
31.1,65.9,7.1,11.7,10.3,11.8,1.36,0.9,303,Good
21.6,47.3,17.8,18.5,17.7,19.4,0.29,3.7,321,Poor
26.4,85.4,7.6,19.2,21.2,24.3,1.16,1.1,285,Good
34.2,75,12.7,17.9,19.3,10.3,1.04,3.6,277,Good
29.2,58.1,18.3,39.3,12.2,24.8,1.51,5.2,284,Poor
32.9,55.1,92.5,108.1,46,11.5,1.22,4.2,310,Good
20.5,62.3,0.1,12.3,5.9,13.4,0.68,0.4,303,Good
43.8,73.2,30.8,46.6,18.5,22,1.01,1.9,310,Poor
23.1,55.1,21.2,36.3,16.7,7,0.74,5.5,290,Poor
30.8,30.6,2.9,12.5,33.6,19.8,0.88,9.3,294,Good
24.4,91.2,30.6,40.3,5.8,8.9,0.68,0.1,271,Poor
26.2,58.8,27.8,42.3,16.4,10.5,0.64,0.3,264,Good
31.2,73.3,9.4,16.9,9.6,13.2,1.32,4.1,287,Poor
27,84.7,22.1,36.3,21,21.3,1.05,3.1,315,Hazardous
23.3,73.9,50,61.7,13.9,7.4,0.87,0.2,321,Good
27,76.3,16.8,29.8,9.4,9.5,1,0.7,269,Poor
31.8,80.9,5.5,19.5,15.1,2.7,1.25,3,293,Good
29.5,86.8,25.6,32.7,22.8,19.8,0.25,10.4,302,Good
22.2,70.7,27.5,32.8,25.1,16.8,1.16,4.7,297,Poor
26.7,65.3,27.2,38.6,19.4,21.5,0.82,0.3,316,Hazardous
31.2,87.3,3,18.2,-8.5,22.3,0.61,46.3,310,Poor
29.4,65.9,1.9,22.9,31.8,8.5,1.13,15.5,301,Moderate
16.5,76.1,33.9,45,10.4,16.1,1.2,5.2,299,Poor
31.5,90.3,61,72.6,22.3,3.9,1.16,16.1,300,Good
26.8,40.8,110.1,121.6,17.7,13.8,1.29,0.1,303,Moderate
24.1,56.4,4.9,14.2,26.6,14,0.6,22.5,291,Poor
21.3,91.2,1.5,10.1,5.9,30.8,0.98,1.5,302,Moderate
31.6,52.2,31.9,43.4,18.2,13.2,1.16,6.6,280,Moderate
24.7,45.5,6.1,9.1,25.8,5.6,0.95,1.9,279,Good
26.5,70.9,2.1,24,24,13,0.64,1.7,284,Good
19.8,61.7,8.3,15.3,23.9,20.4,0.32,3.4,288,Good
34.4,30.2,67.6,77.2,23.6,13.4,0.98,10.3,297,Good
29.7,33.7,10.7,18.1,20.5,18.4,0.68,1.3,278,Poor
27.1,36.7,49.7,67.2,27.1,27,0.97,2,322,Good
20.1,95.9,8.8,11.6,22.4,16.9,1.05,3.9,272,Poor
31.4,46.1,38.1,37.8,34.5,8.3,0.75,14.1,296,Good
22.1,76.5,29.9,42.7,19.8,18.7,0.49,17.8,296,Moderate
26.3,69.3,0.2,5.1,22.7,7.3,0.65,4,264,Moderate
31.7,97.1,3.9,7.1,19.8,21,0.89,9.6,298,Good
25.6,60.5,65.7,77,7.2,3.1,1.18,22.6,281,Moderate
21.5,54.3,14.8,21.7,22.5,33,1.01,38.5,287,Moderate
28.5,52.4,2.8,13.3,38.3,5.1,1.49,6,287,Hazardous
34.2,44.1,11.4,29,18.3,12.4,0.62,3.7,266,Good
23.1,55.6,82.1,92.9,17.9,15.5,0.44,2.6,294,Good
28.8,74.9,47.1,59.1,27,13.6,-0.08,10.9,300,Good
27.2,72.4,1.2,14.1,-2.2,19.5,0.76,1.2,313,Poor
25.9,57.3,24,36.5,4.3,11.5,1.22,17.6,311,Moderate
22.4,54.6,11.6,22.4,6.7,12.8,0.68,4.9,310,Good
23.1,34.6,30.5,46.8,30.1,19.9,0.34,0.1,293,Good
37.9,82.5,15.7,24.1,18.8,27.1,0.6,3.7,295,Moderate
27.4,56.3,67.8,79.4,3.9,12.8,1.24,0.2,303,Moderate
30.6,52.9,50.6,59.8,25.1,18.5,0.99,20.7,290,Good
26,55.2,1.4,10.7,24.7,26.8,1.03,4.9,278,Moderate
14.3,78.6,30.2,36.8,15.7,1.3,1.14,8.2,299,Poor
26.8,74.1,11.5,13.2,11.1,20.7,1.02,0.8,295,Good
32,64.7,25.3,35.8,24.7,13.5,0.9,22,306,Good
34.4,34.2,12.3,21.5,21.1,20.9,0.71,1.1,323,Moderate
20.5,51.6,38.7,50.9,31,17.8,1.1,0.2,294,Moderate
